actual_end_date,actual_start_date,approval_status,requester_group,summary,change_id,priority,modified_date,product_affected,change_closed_by_date_central,Success_Code,impact,modified_date_central,planned_start_date,type,date_created_central,business_risk_aots,reason_aots,planned_end_date,planned_start_central_date,employee_status,customercode,employee_priority,backout_plans,item,category,created_by_group,exception_justification,emergency_,customer_impact_desc,related_problem,related_problem_db,person_address1,person_address2,region,person_siteID,person_city,person_country,hostname,requester_group_cd,description,category_cd,lead_time,outage_state
8/17/2023 22:00,8/7/2023 8:00,Approved,ATT-IT-ENTRPRS-APPS-ERICADM,TIRKS_SL02_JC00_SW-Moka:Mainframe:Network: Implementation of St louis D/R activity.,CHG000008573287,Low,9/11/2023 4:10,Tirks,8/18/2023 1:11,Successful,0,9/11/2023 4:10,8/7/2023 8:00,Process,7/24/2023 1:38,Non-Disruptive,Customer Requirement,8/17/2023 22:00,8/7/2023 8:00,Active,AT&T,0,No backout; this is a DR Exercise only,Disaster Recovery,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,India,India,India,India,,,,ATT-IT-ENTRPRS-APPS-ERICADM,"*****Disaster Recovery Exercise for St. Louis****** The TIRKS/PWS application support team will be contacting EPAS during the St. Louis D/R Exercise to request execution of Batch Jobs via ESP.

For any emergency changes created after 5 PM ET for that night's maintenance window, please contact the On call/After Hours Contact number @ 919-666-5265

GTOC Change Management Sites:
<https://workspace.web.att.com/sites/ChangeMan/default.aspx>
<https://wiki.web.att.com/display/ITOSM/GTOC+Change+Management>",Process,,
7/30/2023 4:00,7/30/2023 2:00,Approved,ATT-IT-IBM-MO-IGAB-SUP,H176:cT Mainframe:ABSMS: CICS RSU2108 with new RCP update.,CHG000008576007,Low,7/30/2023 16:46,CICS,7/30/2023 16:46,Successful,0,7/30/2023 16:46,7/30/2023 2:00,Software,7/24/2023 19:08,Non-Disruptive,Customer Requirement,7/30/2023 4:00,7/30/2023 2:00,Active,AT&T,0,"Backout (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

3. Indicate ""Exactly how this Backout will be Confirmed as Successful"":


05 min : Operator  - shut down the CICS regions
05 min : CICS Team - verify CICS regions shutdown
20 min :modules and database maintenance
         CICS Team - Update LOADIB, and compress updated libraries
10 min : CICS Team - Update LOADIB,files and compress updated libraries
05 min : CICS Team - Update CICS Regions' START parameter to INITIAL
05 min : Operator  - Start CICS regions
10 min : CICS Team - Validate the change 
05 min : Operator  - Restart CICS regions
05 min : CICS and DBA Teams - Validate the change
20 min : SVM Dev Team - Validate the change and post install to-do(s)
15 min : All Engaged Teams - Solving possible issues and/or delays
05 min : All Engaged Teams - ""Go/No Go"" decision
05 min : Operator  - shut down the CICS regions         
10 min : CICS Team - Update LOADIB,
05 min : CICS Team - Update CICS Regions' START parameter to INITIAL
05 min : Operator  - Start CICS regions
05 min : CICS Team - Validate the backout and update CICS Regions' START parameter 
05 min : Operator  - Restart CICS regions
PS.: The remining time is to work on some issue or delay that might occur (as had already happened/reported).",System Software,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,Brazil,Brazil,Brazil,Brazil,,,,ATT-IT-IBM-MO-IGAB-SUP,"Answer the 3 required items below (please provide answers at end of each item):

For CRP 12569: this change falls into the exception ""Changes that do not impact retail sales, ordering and inventory systems""",Software,,
8/17/2023 12:30,8/7/2023 2:00,Approved,ATT-IT-TECHM-CASCADES4,TZSSBY /BC00: ****TZSS Data Dev Disaster Recovery Test****,CHG000008593590,Low,8/9/2023 8:32,TZSS Data Dev,8/9/2023 8:31,Successful,0,8/9/2023 8:32,8/7/2023 2:00,Process,7/31/2023 3:38,Non-Disruptive,Other,8/17/2023 12:30,8/7/2023 2:00,Active,AT&T,0,No backout; this is a DR Exercise only.,Disaster Recovery,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,India,India,India,India,,,,ATT-IT-TECHM-CASCADES4,"NON-WSC* *NON-HRP*  Disaster Recovery site test needs to run required jobs to test Disaster Recovery.
  ****  Disaster Recovery Exercise ****
Schedule the ESP Event  ""DRTZSSBY"" 
with the first job, TZDWCCYB job on HOLD. 
TZSS Data Dev will contact EPAS (tier1/tier2) when ready to release
and successor jobs will automatically follow
during the St. Louis D/R Exercise following the completion of TIRKS and PWS jobs:

The event to schedule the following jobs:

1TZDWCCYBOn hold
2TZDBLOYBRun AfterTZDWCCYB
3TZULO1YBRun AfterTZDBLOYB
4TZXLO1YBRun AfterTZULO1YB",Process,,
8/1/2023 19:00,7/31/2023 8:00,Approved,ATT-IT-IBM-MO-MF-SSFW-DB2,NON-PROD AA00/HA00:cS Mainframe:Service Delivery: Infosphere Queue Replication: SLT1,CHG000008593890,Low,9/11/2023 3:50,SQL Replication.,8/2/2023 6:21,Successful,99,9/11/2023 3:50,7/31/2023 8:00,Software,7/31/2023 7:03,Non-Disruptive,Maintenance (Preventative),8/1/2023 19:00,7/31/2023 8:00,Active,AT&T,Unknown,(No backout plan necessary),NON-PROD,AT&T,,Scheduling.,Scheduling,Scheduling.,,,LA,LA,LA,LA,,,,ATT-IT-IBM-MO-MF-SSFW-DB2,"Maintenanace of IBM Infosphere Queue Replication on SLT1 (AA00/HA00 - DA5A/DA7A)

""APAR ph45910, ASNRBASE APAR ph45910"".


NOT REQUIRED BY CHANGE PROCESS ---> FOR YOUR INTERNAL USE ONLY.

GTOC Change Management Sites:
https://workspace.web.att.com/sites/ChangeMan/default.aspx 
https://wiki.web.att.com/display/ITOSM/GTOC+Change+Management",Software,,
9/25/2023 8:00,9/22/2023 16:00,Approved,ATT-IT-IBM-MO-MF-EPAS-CB-ONLNE,B2SY/D2SY/G2SY/G4SY/S2SY:cBMAINFRAME:Infrastructure:Weekly IPL and Maintenance:DPLEX,CHG000008603814,Low,9/26/2023 10:25,DPLEX (STL),9/26/2023 10:24,Successful,1,9/26/2023 10:25,9/22/2023 16:00,Software,8/2/2023 15:00,Non-Disruptive,Maintenance (Preventative),9/25/2023 8:00,9/22/2023 16:00,Active,AT&T,1,"1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

The backout plan for an IPL is to re-IPL. These procedures are located on the ROCC Sharepoint at https://att.sharepoint.com/sites/EPASMF-EMOC-IBMMO/EMOC/Procedures/Forms/AllItems.aspx.  

Change activity, as referenced on the individual tasks, occurring within an IPL/maintenance window must be evaluated on a change by change basis to determine if the activity impacted the IPL. The activity causing the problem would be backed out as outlined in the backout plan for its change management CR. If problems are encountered during an IPL due to an IPL AFFECTING STS, the STS would be backed out according to standard guidelines and STS documentation.

If assistance is required to diagnose a problem, appropriate parties should be notified.

2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

Validation for the IPL/maintenance window itself is performed via checkout as part of the ROCC's procedures after an IPL or non-IPL maintenance window.  ROCC is to determine that the system has successfully initialized, and users can logon.

Validation for any changes within the window will be a part of that change's CR. 

3. Indicate ""Exactly how this Backout will be Confirmed as Successful"":

Verification/checkout process, as defined in ROCC's procedures, is successful and system is fully functional.",Operating System,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,US,US,US,US,,,,ATT-IT-IBM-MO-MF-EPAS-CB-ONLNE,"Answer the 3 required items below (please provide answers at end of each item):

1.  Brief Description of Change (WHAT is being done): 

Weekly IPL and/or Maintenance Activity Window - Weekend Group 1

Systems IPL'd:  B2SY:D2SY:G2SY:G4SY:S2SY:F1SY:U1SY:U4SY:Z1SY

Systems with Non-IPL maintenance: A6SY:K1SY:L1SY:M1SY:O1SY:O2SY:T3SY


2.  Business Reason (WHY is this change being performed):

To manage activity for the maintenance window and when there is no change activity for the window to perform a therapeutic IPL of the systems.  Any actual change activity for the window will have its own change requests stating its purpose and negative impact. 

The work within this window is required so the performance of the systems will not become degraded and current releases of system software can be applied.

3.  What will be the negative Impact to the business if the Change is Not Implemented?

Change activity for the systems will not be coordinated and will potentially have conflicts resulting in outages. 

If the work within this window is not performed the performance of the systems will become degraded and current releases of system software will not be applied.

GTOC-CM website for more information - http://ChangeManagement.it.att.com",Software,,
8/13/2023 9:00,8/13/2023 1:00,Approved,ATT-IT-IBM-MO-MF-SSFW-IMS,DI01/DI27/DI53:cSmainframe:Service Delivery:IMS Sysgen and CIRATS on SF01/SFT4,CHG000008617821,Low,8/14/2023 6:50,cS IMS,8/14/2023 6:50,Successful,1,8/14/2023 6:50,8/13/2023 1:00,Software,8/7/2023 7:47,Non-Disruptive,Maintenance/Enhancement,8/13/2023 9:00,8/13/2023 1:00,Active,AT&T,1,Call IMS Primary Oncall. Oncall may ask you to run IMIM@#.INSTALL(J99BKOFF). Ensure IM@# has a Starttype=COLD in Netview. Bring IM@#IMS up Cold using IM@#CSL in Netview. Do not use DISPSTAT. Type INGLIST in Netview. From Netview Inglist menu start IM@#CSL. This will start CSL STCs and IMS control region. Use Ingvote menu to verify and cancel any outstanding operator votes.,NON-PROD,AT&T,,No Leadtime Issue,Other,No Leadtime Issue,,,US,US,US,US,,,,ATT-IT-IBM-MO-MF-SSFW-IMS,"NON-WSC Monthly IMS Sysgen and Maintenance.  ALL BATCH MUST BE HELD 

Will follow the normal procedure for this MR, 2 weeks on test and then production.   

SYSGENS DIVIDED BY DAY:

IMSID	MVS LPAR	Sysgen TIME	TIME ZONE
DI01	AAT3		0300-0500(2su)	Eastern 
DI27	RM21		0300-0500(2su)	Central -   UPDATED 
DI53	RM11		0300-0500(2su)	Central -   UPDATED 


CIRATS SIA-MVS-2019.06-5

IMS Tech to: Schedule ESP Event to run the following SYSGEN install jobs during the change window: IM@#GENS, IM@#GEN9, IM@#ADDL, IM@#GENV, IM@#GENH. 


Automation will:
1) Reply 'YES' to WTOR ""ESPAO633I IM@# SHUTDOWN/SYSGEN-OK TO PROCEED? YES OR NO"" which is issued from IM@#GENS job. This will cause NETVIEW to bring down IMS  and the CSL components (IM@#OM/IM@#RM/IM@#SCI). Once IMS is down NETVIEW sets ESP resources to allow the SYSGEN jobs to run. Netview will restart IMS when it detects WTO ESPAO878I START SUBSYS=IM@#CSL   
2) Notify the ROCC in case of failure of any of the above jobs.
3) Automation will perform verification when second WTOR ""ESPAO633I IM@# SYSGEN SUCCESSFUL? YES OR NO""  is issued by job IM@#GENV.
4) If verification is satisfactory automatil will reply 'YES' to ESPAO633I WTOR.  IMS will return to it's scheduled state 30 minutes after it was restarted.


BACKOUT INSTRUCTIONS:

Call IMS Primary Oncall. Oncall may ask you to r",Software,,
8/8/2023 23:55,8/8/2023 12:00,Approved,ATT-IT-ENTRPRS-NTWK-SWITCH,SWITCH:PI01/SF13/PMCF & PI61/SF23/SMB2 - MID WEST region - apply star and schedule the jobs for one time run only,CHG000008621678,Low,8/9/2023 5:26,Switch,8/9/2023 5:26,Successful,0,8/9/2023 5:26,8/8/2023 12:00,Process,8/8/2023 10:27,Non-Disruptive,Business Requirement,8/8/2023 23:55,8/8/2023 12:00,Active,AT&T,0,"If no Backout is required, explain why:


If Backout is required (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:
NA
2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:
NA
3. Indicate the criteria of exactly how the Backout of this Change will be confirmed as Successful:
NA",Batch Only,AT&T,,No Leadtime Issue,Emergency,No Leadtime Issue,,,India,India,India,India,,,,ATT-IT-ENTRPRS-NTWK-SWITCH,"Answer the required items below (please provide answers at end of each item):

1.  Brief Description of Change (WHAT is being done):
SWITCH:PI01/SF13/PMCF & PI61/SF23/SMB2 - MID WEST region - apply star and schedule the jobs for one time run only

2.  Business Reason (WHY is this change being performed):
To extract the data 
3.  What will be the negative Impact to the business if the Change is Not Implemented?
client face an issues while doing testing 
GTOC-CM website for more information - http://ChangeManagement.it.att.com",Process,,
9/10/2023 4:30,9/10/2023 0:45,Approved,ATT-IT-IBM-MO-MF-MVS-SUPPORT,BI05 (K1SY) : cB MAINFRAME: REG IPL Maintenance : MK1 : CIRATS,CHG000008640089,Low,9/11/2023 12:09,K1SY,9/11/2023 12:09,Successful,0,9/11/2023 12:09,9/10/2023 0:45,Software,8/15/2023 11:13,Disruptive,Maintenance (Preventative),9/10/2023 4:30,9/10/2023 0:45,Active,AT&T,0,"If no Backout is required, explain why:


If Backout is required (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:
ROCC to contact MVS Support Oncall to have the system re-IPL using old parms.

Old-parms are listed under TASK PLANS.


2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:
ROCC is to determine that the system has successfully initialized, and users can logon.


3. Indicate the criteria of exactly how the Backout of this Change will be confirmed as Successful:
System is back to the old maintenance level.",System Software,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,Brazil,Brazil,Brazil,Brazil,,,,ATT-IT-IBM-MO-MF-MVS-SUPPORT,"## Aug 2023 maintenance IPL z/OS 2.4 R4307115 ##

Answer the 3 required items below (please provide answers at end of each item):

1.  Brief Description of Change (WHAT is being done):
      Implementation of normal operating system maintenance and approved work requests.

2.  Business Reason (WHY is this change being performed):
      Maintain required for software currency, system stability, and to implement approved customer requests.

3.  What will be the negative Impact to the business if the Change is Not Implemented?
      If change is not implemented, we will be back-leveled and could suffer problems and/or outages, and miss due dates on customer requests.

ACM website for more information - http://ChangeManagement.it.att.com

##  CIRATS ##
CIRATS PTF UI91983 PH53744 nnnnnnnnn SIA-MVS-2023.07-nn LE               
CIRATS PTF UI92054 PH54737 nnnnnnnnn SIA-MVS-2023.07-nn JAVA 8.0 31      
CIRATS PTF UI92065 PH54356 nnnnnnnnn SIA-MVS-2023.07-nn LIBERTY          
CIRATS PTF UI92066 PH54890 nnnnnnnnn SIA-MVS-2023.07-nn LIBERTY          
CIRATS PTF UI92067 PH54735 nnnnnnnnn SIA-MVS-2023.07-nn JAVA 8.0 64      
CIRATS PTF UI92124 PH54812 nnnnnnnnn SIA-MVS-2023.07-nn DEBUG 16         
CIRATS PTF UI92324 PI77281 nnnnnnnnn SIA-MVS-2023.07-nn HTTP 9.0         
CIRATS PTF UI92406 OA63772 nnnnnnnnn SIA-MVS-2023.07-nn",Software,,
8/18/2023 9:00,8/17/2023 8:30,Approval Required,ATT-IT-AMDOCS-BILLING-APPS-SUP,WEST- RD2358 (CR-2308-0370) BPP1 Error Correction AGG (1151) in North and South (CE90 and OC90),CHG000008642698,Low,8/16/2023 8:50,AGG(1151),8/16/2023 8:48,Unkonwn,0,8/16/2023 8:50,8/17/2023 8:30,Software,8/16/2023 8:11,Non-Disruptive,Maintenance/Enhancement,8/18/2023 9:00,8/17/2023 8:30,Active,AT&T,0,Refer OIG.,Application,AT&T,,No Leadtime Issue,Other,No Leadtime Issue,,,India,India,India,India,,,,ATT-IT-AMDOCS-BILLING-APPS-SUP,WEST- RD2358 (CR-2308-0370) BPP1 Error Correction AGG (1151) in North and South (CE90 and OC90),Software,,
8/24/2023 4:30,8/23/2023 4:30,Approved,ATT-IT-AMDOCS-BILLING-APPS-SUP,Release 23.08 INT RBS 3958 PID 507240/ PMT 413010    Midwest Telco Enhance e911 reporting.,CHG000008660429,Low,8/28/2023 3:02,rbs(3958),8/28/2023 3:02,Successful,99,8/28/2023 3:02,8/23/2023 4:30,Software,8/22/2023 4:57,Non-Disruptive,Maintenance/Enhancement,8/24/2023 4:30,8/23/2023 4:30,Active,AT&T,Unknown,"If no Backout is required, explain why:

              If Backout is required (All Items below MUST be answered):

              Note:  The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on
              the Assessment Tab

              1.  List the """"Backout Steps"""" OR you may provide a """"High Level Summary"""" here IF a Backout Plan is
              attached to the Assessment Tab or details are documented on the Tasks tab:

              2.  List the """"Backout Validation Steps"""" OR provide a """"High Level Summary"""" here IF a Detailed Backout
              Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

              3.  Indicate the criteria of exactly how the Backout of this Change will be confirmed as Successful:",Application,AT&T,,No Leadtime Issue,Other,No Leadtime Issue,,,India,India,India,India,,,,ATT-IT-AMDOCS-BILLING-APPS-SUP,Release 23.08 INT RBS 3958 PID 507240/ PMT 413010    Midwest Telco Enhance e911 reporting.,Software,,
9/3/2023 9:30,9/2/2023 22:00,Approved,ATT-IT-IBM-MO-MF-MVS-SUPPORT,KC03:EP00/EQ00:KAWNJE3:cTmainframe:MAINTENANCE IPL:CIRATS,CHG000008660561,Low,9/4/2023 12:10,EP00/EQ00,9/4/2023 12:10,Successful,0,9/4/2023 12:10,9/2/2023 22:00,Software,8/22/2023 6:53,Disruptive,Maintenance (Preventative),9/3/2023 9:30,9/2/2023 22:00,Active,AT&T,0,Follow the task plan for backout.,System Software,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,Brazil,Brazil,Brazil,Brazil,,,,ATT-IT-IBM-MO-MF-MVS-SUPPORT,"## 2023 Regular IPL z/OS 2.4 ##

Answer the 3 required items below (please provide answers at end of each item):

1.  Brief Description of Change (WHAT is being done): 
      Implementation of normal monthly operating system maintenance and approved work requests.

2.  Business Reason (WHY is this change being performed):
      Maintain required software currency for system stability and reliability, and implement approved customer requests.

3.  What will be the negative Impact to the business if the Change is Not Implemented?
      If change is not implemented, we will be back-leveled and could suffer problems and/or outages.

ACM website for more information - http://ChangeManagement.it.att.com

##
## CIRATS:
##
CIRATS PTF UI91983 PH53744 nnnnnnnnn SIA-MVS-2023.07-nn LE
CIRATS PTF UI92054 PH54737 nnnnnnnnn SIA-MVS-2023.07-nn JAVA 8.0 31
CIRATS PTF UI92065 PH54356 nnnnnnnnn SIA-MVS-2023.07-nn LIBERTY
CIRATS PTF UI92066 PH54890 nnnnnnnnn SIA-MVS-2023.07-nn LIBERTY
CIRATS PTF UI92067 PH54735 nnnnnnnnn SIA-MVS-2023.07-nn JAVA 8.0 64
CIRATS PTF UI92124 PH54812 nnnnnnnnn SIA-MVS-2023.07-nn DEBUG 16
CIRATS PTF UI92324 PI77281 nnnnnnnnn SIA-MVS-2023.07-nn HTTP 9.0
CIRATS PTF UI92406 OA63772 nnnnnnnnn SIA-MVS-2023.07-nn WEB TOOLKIT
CIRATS PTF UJ92893 OA64521 nnnnnnnnn SIA-MVS-2023.07-nn DFSMS
CIRATS PTF UJ92936 OA6462",Software,,
8/24/2023 17:00,8/24/2023 9:00,Approved,ATT-IT-AMDOCS-ADM06,SW Due 08-24 Resend SOA files to 0436M,CHG000008664864,Low,8/24/2023 10:15,icbs(267),8/24/2023 10:14,Successful,99,8/24/2023 10:15,8/24/2023 9:00,Software,8/23/2023 10:39,Non-Disruptive,Maintenance/Enhancement,8/24/2023 17:00,8/24/2023 9:00,Active,AT&T,Unknown,Please see attached OIG,Application,AT&T,,No Leadtime Issue,Other,No Leadtime Issue,,,US,US,US,US,,,,ATT-IT-AMDOCS-ADM06,"Answer the 3 required items below (Please provide answers at end of each item):
              1.  Brief Description of Change (WHAT is being done): Resend SOA file to 0436M Cross Markets
              2.  Business Reason (WHY is this change being performed): previous change failed
              3.  What will be the negative impact to the business if the Change is Not Implemented? Wirelss will not receive Service Order Updates

            GTOC-CM website for more information - https://workspace.web.att.com/sites/ChangeMan/default.aspx",Software,,
9/6/2023 5:00,9/6/2023 3:00,Approved,ATT-IT-IBM-MO-MF-MVS-SUPPORT,SLT1 (AA00) - cS Mainframe - REG IPL Maintenance - MASTER - CIRATS,CHG000008667709,Low,9/6/2023 6:42,AA00,9/6/2023 6:42,Successful,99,9/6/2023 6:42,9/6/2023 3:00,Software,8/24/2023 7:44,Disruptive,Maintenance (Preventative),9/6/2023 5:00,9/6/2023 3:00,Active,AT&T,Unknown,"1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

ROCC to contact MVS Support Oncall to have the system re-IPL using old parms.

Old-parms are listed under TASK PLANS.

 

2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

ROCC is to determine that the system has successfully initialized, and users can logon.

 

3. Indicate ""Exactly how this Backout will be Confirmed as Successful"":

System is back to the old maintenance level.",NON-PROD,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,Brazil,Brazil,Brazil,Brazil,,,,ATT-IT-IBM-MO-MF-MVS-SUPPORT,"##  2023 Maintenance IPL z/OS 2.4 rxxxxxx ##

 Answer the 3 required items below (please provide answers at end of each item):

1.  Brief Description of Change (WHAT is being done):
 Implementation of normal operating system maintenance and approved work requests.

2.  Business Reason (WHY is this change being performed):
Maintain required for software currency, system stability, and to implement approved customer requests.

3.  What will be the negative Impact to the business if the Change is Not Implemented?
If change is not implemented, we will be back-leveled and could suffer problems and/or outages, and miss due dates on customer requests.

ACM website for more information - http://ChangeManagement.it.att.com

## CIRATS ##
CIRATS PTF UI91983 PH53744 nnnnnnnnn SIA-MVS-2023.07-nn LE               
CIRATS PTF UI92054 PH54737 nnnnnnnnn SIA-MVS-2023.07-nn JAVA 8.0 31      
CIRATS PTF UI92065 PH54356 nnnnnnnnn SIA-MVS-2023.07-nn LIBERTY          
CIRATS PTF UI92066 PH54890 nnnnnnnnn SIA-MVS-2023.07-nn LIBERTY          
CIRATS PTF UI92067 PH54735 nnnnnnnnn SIA-MVS-2023.07-nn JAVA 8.0 64      
CIRATS PTF UI92124 PH54812 nnnnnnnnn SIA-MVS-2023.07-nn DEBUG 16         
CIRATS PTF UI92324 PI77281 nnnnnnnnn SIA-MVS-2023.07-nn HTTP 9.0         
CIRATS PTF UI92406 OA63772 nnnnnnnnn SIA-MVS-2023.07-nn WEB TOOLKIT      
CIR",Software,,
9/16/2023 6:00,8/30/2023 16:00,Approved,ATT-IT-EVENT-MGT-ENO,(Test & Go) Network: cT mainframe: Infrastructure: new TN3270 certificate renewals,CHG000008671580,Low,9/22/2023 7:50,TCPIP TN3270,9/19/2023 7:46,Successful,0,9/22/2023 7:50,8/30/2023 16:00,Software,8/25/2023 13:58,Non-Disruptive,Security,9/16/2023 6:00,8/30/2023 16:00,Active,AT&T,0,"If no Backout is required, explain why:


If Backout is required (All Items below MUST be answered):

Note: The Backout Times and Backout Validation Times MUST be included within the Planned Dates/Times on the Assessment Tab

1. List the ""Backout Steps"" OR you may provide a ""High Level Summary"" here IF a Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

complete steps for each lpar on the complex
a) Rename members in SYS1.TCPPARMS as follows:
TLSxxxx to TLSxxxxN   
TLSxxxxB to TLSxxxx   
c) Bring the backup configuration back in with an IPL, recycle of the TCPIP stack task, recycle of PAGENT, OR, - F PAGENT,REFRESH


2. List the ""Backout Validation Steps"" OR provide a ""High Level Summary"" here IF a Detailed Backout Plan is attached to the Assessment Tab or details are documented on the Tasks tab:

a) Logon to lpar via a Secure TN3270 Connection and verify the previous certificate is active
 - From PCOMM: Communication menu> Security Information, 


3. Indicate the criteria of exactly how the Backout of this Change will be confirmed as Successful:

a) TN3270 Session established and emulator software security settings detail old certificate

4. Or have the RACF TEAM set the previous certificate to DEFAULT
a) An IPL, recycle of the TCPIP stack task, recycle of PAGENT, OR, - F PAGENT,REFRESH",PREAPPR,AT&T,,No Leadtime Issue,No Leadtime Issue,No Leadtime Issue,,,US,US,US,US,,,,ATT-IT-EVENT-MGT-ENO,"PREAPPR:
Answer the required items below (please provide answers at end of each item):

1.  Brief Description of Change (WHAT is being done):  Install SAN Certificate for TN3270$$ on AL01, AL02, AL04, AL09, AL10, ALT1, ALT3, ALT5, ALT6, KC01, KC02, KC03, KC04, KC05, KC06, KC09, KC10, KC11, KC12, SLT3


2.  Business Reason (WHY is this change being performed): Annual certificate renewal


3.  What will be the negative Impact to the business if the Change is Not Implemented? Secure TN3270 Over port 992 would stop working



For registered pre-approved activity, on the RELATED ITEMS tab, add the Assigned Pre-Approved Number to the ""Number"" field, ""Incident"" for the Type, and ""ONE Tool"" for the ""Database"" field.

GTOC Change Management Sites:
https://workspace.web.att.com/sites/ChangeMan/default.aspx 
https://wiki.web.att.com/display/ITOSM/GTOC+Change+Management",Software,,
